age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
53.0,management,married,tertiary,no,.0,no,no,cellular,11.0,aug,608.0,2.0,.0,.0,unknown,yes
39.0,management,married,secondary,no,215.0,no,no,cellular,11.0,aug,1141.0,4.0,.0,.0,unknown,yes
41.0,management,married,secondary,no,456.0,yes,no,cellular,11.0,aug,734.0,4.0,.0,.0,unknown,yes
32.0,management,single,secondary,no,2018.0,no,no,cellular,11.0,aug,1238.0,1.0,.0,.0,unknown,yes
31.0,management,married,secondary,no,.0,no,no,cellular,11.0,aug,720.0,1.0,.0,.0,unknown,yes
37.0,technician,single,secondary,no,4.0,no,no,cellular,11.0,aug,933.0,1.0,.0,.0,unknown,yes
51.0,blue-collar,married,primary,no,541.0,no,no,cellular,11.0,aug,663.0,3.0,.0,.0,unknown,yes
41.0,management,married,tertiary,no,.0,no,no,cellular,11.0,aug,1242.0,5.0,.0,.0,unknown,yes
35.0,technician,single,secondary,no,354.0,no,no,cellular,11.0,aug,444.0,3.0,.0,.0,unknown,yes
48.0,blue-collar,married,primary,no,719.0,no,yes,cellular,11.0,aug,418.0,5.0,.0,.0,unknown,yes
46.0,unemployed,married,secondary,no,2551.0,no,no,cellular,12.0,aug,645.0,2.0,.0,.0,unknown,yes
60.0,retired,married,secondary,no,2722.0,no,no,cellular,12.0,aug,506.0,2.0,.0,.0,unknown,yes
39.0,management,married,secondary,no,1880.0,no,no,cellular,12.0,aug,768.0,2.0,.0,.0,unknown,yes
32.0,management,divorced,tertiary,no,874.0,no,no,cellular,12.0,aug,1282.0,6.0,.0,.0,unknown,yes
36.0,unemployed,divorced,secondary,no,871.0,no,no,cellular,12.0,aug,396.0,3.0,.0,.0,unknown,yes
57.0,management,divorced,tertiary,no,8897.0,yes,no,cellular,12.0,aug,865.0,2.0,.0,.0,unknown,yes
38.0,technician,single,tertiary,no,508.0,yes,yes,cellular,12.0,aug,1103.0,2.0,.0,.0,unknown,yes
49.0,blue-collar,married,primary,no,128.0,no,no,cellular,12.0,aug,696.0,2.0,.0,.0,unknown,yes
49.0,blue-collar,married,secondary,no,553.0,no,no,cellular,12.0,aug,645.0,8.0,.0,.0,unknown,yes
31.0,management,single,tertiary,no,1858.0,no,no,cellular,12.0,aug,453.0,3.0,.0,.0,unknown,yes
34.0,management,married,tertiary,no,520.0,yes,no,cellular,12.0,aug,1307.0,4.0,.0,.0,unknown,yes
39.0,management,married,tertiary,no,271.0,yes,no,cellular,12.0,aug,1344.0,1.0,.0,.0,unknown,yes
33.0,management,single,tertiary,no,87.0,no,no,cellular,12.0,aug,978.0,1.0,.0,.0,unknown,yes
37.0,technician,single,secondary,no,3665.0,no,no,cellular,12.0,aug,664.0,3.0,.0,.0,unknown,yes
44.0,technician,single,secondary,no,244.0,yes,no,cellular,12.0,aug,1735.0,4.0,.0,.0,unknown,yes
30.0,management,single,tertiary,no,4210.0,no,no,cellular,12.0,aug,796.0,4.0,.0,.0,unknown,yes
40.0,technician,married,secondary,no,42.0,no,no,cellular,13.0,aug,1842.0,2.0,.0,.0,unknown,yes
54.0,retired,married,primary,no,309.0,no,no,cellular,13.0,aug,969.0,2.0,.0,.0,unknown,yes
35.0,technician,married,secondary,no,-180.0,no,yes,cellular,13.0,aug,823.0,2.0,.0,.0,unknown,yes
32.0,technician,single,tertiary,no,34646.0,no,no,telephone,13.0,aug,618.0,9.0,.0,.0,unknown,yes
58.0,retired,married,primary,no,4158.0,no,no,cellular,13.0,aug,455.0,2.0,.0,.0,unknown,yes
37.0,management,married,tertiary,no,4436.0,no,no,cellular,13.0,aug,846.0,5.0,.0,.0,unknown,yes
58.0,retired,married,tertiary,no,.0,no,no,cellular,13.0,aug,641.0,4.0,.0,.0,unknown,yes
31.0,management,married,tertiary,no,156.0,no,no,cellular,13.0,aug,657.0,7.0,.0,.0,unknown,yes
40.0,management,married,tertiary,no,66.0,no,no,cellular,13.0,aug,737.0,4.0,.0,.0,unknown,yes
48.0,admin.,divorced,secondary,no,362.0,no,no,cellular,13.0,aug,529.0,1.0,.0,.0,unknown,yes
33.0,management,married,tertiary,no,191.0,no,no,cellular,13.0,aug,1148.0,2.0,.0,.0,unknown,yes
37.0,management,single,tertiary,no,455.0,yes,no,cellular,13.0,aug,904.0,6.0,.0,.0,unknown,yes
34.0,technician,single,tertiary,no,6529.0,no,no,cellular,14.0,aug,505.0,2.0,.0,.0,unknown,yes
32.0,management,single,tertiary,no,20.0,no,no,cellular,14.0,aug,1151.0,2.0,.0,.0,unknown,yes
50.0,management,single,tertiary,no,1200.0,no,no,cellular,14.0,aug,904.0,3.0,.0,.0,unknown,yes
32.0,technician,single,secondary,no,1732.0,yes,no,cellular,14.0,aug,1871.0,3.0,.0,.0,unknown,yes
46.0,blue-collar,married,secondary,no,456.0,no,yes,cellular,18.0,aug,618.0,6.0,.0,.0,unknown,yes
45.0,technician,single,tertiary,no,.0,no,no,cellular,18.0,aug,773.0,4.0,.0,.0,unknown,yes
52.0,management,married,tertiary,no,576.0,no,no,cellular,18.0,aug,762.0,3.0,.0,.0,unknown,yes
60.0,blue-collar,married,primary,no,493.0,no,no,cellular,18.0,aug,671.0,4.0,.0,.0,unknown,yes
47.0,management,married,tertiary,no,682.0,no,no,cellular,18.0,aug,638.0,6.0,.0,.0,unknown,yes
32.0,technician,single,secondary,no,.0,no,no,cellular,18.0,aug,594.0,4.0,.0,.0,unknown,yes
47.0,technician,married,secondary,no,1219.0,no,no,cellular,18.0,aug,697.0,4.0,.0,.0,unknown,yes
30.0,management,single,tertiary,no,1541.0,no,no,cellular,18.0,aug,471.0,8.0,.0,.0,unknown,yes
54.0,blue-collar,married,secondary,no,548.0,no,no,cellular,18.0,aug,520.0,7.0,.0,.0,unknown,yes
37.0,technician,single,secondary,no,1435.0,no,no,cellular,18.0,aug,724.0,16.0,.0,.0,unknown,yes
38.0,technician,single,secondary,no,3278.0,no,no,cellular,19.0,aug,645.0,14.0,.0,.0,unknown,yes
49.0,technician,married,secondary,no,412.0,no,no,cellular,19.0,aug,1293.0,8.0,.0,.0,unknown,yes
43.0,management,single,tertiary,no,483.0,no,no,cellular,19.0,aug,950.0,6.0,.0,.0,unknown,yes
52.0,management,married,tertiary,no,7135.0,no,no,cellular,19.0,aug,1032.0,3.0,.0,.0,unknown,yes
47.0,management,married,tertiary,no,600.0,no,no,cellular,19.0,aug,290.0,15.0,.0,.0,unknown,yes
53.0,management,married,tertiary,no,15.0,no,no,cellular,20.0,aug,921.0,2.0,.0,.0,unknown,yes
40.0,admin.,single,tertiary,no,27.0,no,no,cellular,20.0,aug,467.0,2.0,.0,.0,unknown,yes
31.0,management,married,tertiary,no,792.0,no,no,cellular,20.0,aug,763.0,14.0,.0,.0,unknown,yes
53.0,technician,married,tertiary,no,988.0,no,no,cellular,20.0,aug,1408.0,5.0,.0,.0,unknown,yes
60.0,admin.,married,tertiary,no,1614.0,no,no,cellular,20.0,aug,921.0,6.0,.0,.0,unknown,yes
33.0,technician,single,secondary,no,163.0,yes,no,cellular,20.0,aug,627.0,2.0,.0,.0,unknown,yes
37.0,technician,married,tertiary,no,247.0,no,no,cellular,20.0,aug,625.0,6.0,.0,.0,unknown,yes
45.0,admin.,married,secondary,no,236.0,no,no,cellular,20.0,aug,703.0,2.0,.0,.0,unknown,yes
34.0,technician,single,secondary,no,666.0,no,no,cellular,21.0,aug,1503.0,2.0,.0,.0,unknown,yes
32.0,management,single,tertiary,no,46.0,no,no,cellular,21.0,aug,788.0,6.0,.0,.0,unknown,yes
30.0,services,single,tertiary,no,-477.0,no,yes,cellular,21.0,aug,1532.0,2.0,.0,.0,unknown,yes
34.0,self-employed,single,tertiary,no,462.0,no,no,cellular,21.0,aug,1877.0,3.0,.0,.0,unknown,yes
41.0,technician,married,secondary,no,965.0,no,no,cellular,22.0,aug,336.0,10.0,.0,.0,unknown,yes
33.0,management,married,tertiary,no,4570.0,no,no,cellular,22.0,aug,1258.0,2.0,.0,.0,unknown,yes
46.0,services,married,secondary,no,273.0,no,no,cellular,22.0,aug,565.0,2.0,.0,.0,unknown,yes
59.0,admin.,married,secondary,no,1575.0,yes,no,cellular,22.0,aug,1241.0,11.0,.0,.0,unknown,yes
32.0,technician,divorced,tertiary,no,53.0,no,no,cellular,22.0,aug,671.0,2.0,.0,.0,unknown,yes
57.0,retired,married,primary,no,3518.0,yes,no,cellular,25.0,aug,626.0,3.0,.0,.0,unknown,yes
48.0,management,single,tertiary,no,830.0,no,no,cellular,25.0,aug,961.0,4.0,.0,.0,unknown,yes
33.0,housemaid,married,primary,no,2054.0,no,no,cellular,25.0,aug,472.0,6.0,.0,.0,unknown,yes
58.0,blue-collar,married,primary,no,5188.0,yes,no,cellular,25.0,aug,606.0,6.0,.0,.0,unknown,yes
32.0,management,single,tertiary,no,1882.0,no,no,cellular,25.0,aug,497.0,5.0,.0,.0,unknown,yes
44.0,management,married,tertiary,no,792.0,no,no,cellular,25.0,aug,630.0,7.0,.0,.0,unknown,yes
47.0,blue-collar,married,unknown,yes,162.0,no,no,cellular,25.0,aug,366.0,3.0,.0,.0,unknown,yes
51.0,retired,married,tertiary,no,746.0,no,no,cellular,25.0,aug,372.0,5.0,.0,.0,unknown,yes
32.0,management,single,tertiary,no,2536.0,yes,no,cellular,26.0,aug,958.0,6.0,.0,.0,unknown,yes
60.0,unknown,married,unknown,no,17297.0,no,no,cellular,26.0,aug,664.0,11.0,.0,.0,unknown,yes
46.0,admin.,married,secondary,no,22.0,no,no,cellular,26.0,aug,388.0,6.0,.0,.0,unknown,yes
41.0,technician,married,tertiary,no,231.0,no,no,cellular,26.0,aug,428.0,2.0,.0,.0,unknown,yes
52.0,management,single,tertiary,no,83.0,no,no,cellular,26.0,aug,1223.0,6.0,.0,.0,unknown,yes
34.0,self-employed,single,secondary,no,296.0,no,no,cellular,27.0,aug,609.0,13.0,.0,.0,unknown,yes
55.0,services,married,unknown,no,2944.0,no,no,cellular,27.0,aug,672.0,6.0,.0,.0,unknown,yes
35.0,technician,single,secondary,no,344.0,no,no,cellular,27.0,aug,519.0,16.0,.0,.0,unknown,yes
30.0,technician,married,tertiary,no,569.0,no,no,cellular,27.0,aug,976.0,12.0,.0,.0,unknown,yes
44.0,management,married,tertiary,no,1138.0,no,no,cellular,27.0,aug,523.0,3.0,.0,.0,unknown,yes
33.0,management,single,tertiary,no,2637.0,no,no,cellular,28.0,aug,583.0,17.0,.0,.0,unknown,yes
34.0,self-employed,married,tertiary,no,.0,no,no,cellular,28.0,aug,730.0,11.0,.0,.0,unknown,yes
36.0,technician,married,secondary,no,2473.0,no,no,cellular,28.0,aug,965.0,4.0,.0,.0,unknown,yes
34.0,technician,married,secondary,no,1.0,no,no,cellular,28.0,aug,535.0,2.0,.0,.0,unknown,yes
53.0,blue-collar,married,primary,no,5603.0,no,no,cellular,28.0,aug,2372.0,6.0,.0,.0,unknown,yes
39.0,management,married,tertiary,no,-17.0,yes,yes,cellular,28.0,aug,908.0,1.0,.0,.0,unknown,yes
46.0,technician,divorced,secondary,no,-90.0,no,yes,telephone,17.0,oct,270.0,1.0,.0,.0,unknown,yes
30.0,self-employed,married,tertiary,no,1785.0,no,no,unknown,17.0,oct,235.0,1.0,.0,.0,unknown,yes
36.0,self-employed,single,tertiary,no,-103.0,yes,yes,telephone,17.0,oct,3253.0,1.0,.0,.0,unknown,yes
43.0,management,married,tertiary,no,1258.0,no,no,unknown,20.0,oct,312.0,1.0,.0,.0,unknown,yes
30.0,blue-collar,married,secondary,no,1664.0,yes,no,telephone,20.0,oct,2016.0,1.0,.0,.0,unknown,yes
32.0,admin.,married,secondary,no,8749.0,yes,yes,unknown,21.0,oct,294.0,1.0,.0,.0,unknown,yes
42.0,admin.,single,secondary,no,-247.0,yes,yes,telephone,21.0,oct,519.0,1.0,166.0,1.0,other,yes
45.0,blue-collar,married,secondary,no,1144.0,yes,no,unknown,22.0,oct,676.0,1.0,.0,.0,unknown,yes
28.0,student,single,secondary,no,2351.0,no,no,telephone,22.0,oct,157.0,1.0,.0,.0,unknown,yes
32.0,technician,single,tertiary,no,5514.0,no,no,telephone,22.0,oct,181.0,1.0,.0,.0,unknown,yes
36.0,management,married,tertiary,no,.0,yes,no,telephone,23.0,oct,140.0,1.0,143.0,3.0,failure,yes
40.0,technician,divorced,tertiary,no,568.0,yes,no,unknown,24.0,oct,112.0,1.0,.0,.0,unknown,yes
49.0,admin.,married,secondary,no,10250.0,yes,no,telephone,24.0,oct,97.0,1.0,.0,.0,unknown,yes
58.0,admin.,divorced,secondary,no,1947.0,no,no,telephone,26.0,oct,228.0,1.0,.0,.0,unknown,yes
37.0,admin.,married,secondary,no,1967.0,no,no,telephone,27.0,oct,376.0,1.0,.0,.0,unknown,yes
39.0,admin.,married,secondary,no,1757.0,no,no,telephone,28.0,oct,125.0,1.0,.0,.0,unknown,yes
57.0,technician,married,secondary,no,7554.0,no,no,telephone,28.0,oct,141.0,1.0,.0,.0,unknown,yes
38.0,management,married,tertiary,no,385.0,yes,no,telephone,28.0,oct,154.0,1.0,.0,.0,unknown,yes
43.0,management,married,secondary,no,107.0,yes,yes,telephone,28.0,oct,135.0,1.0,.0,.0,unknown,yes
34.0,technician,married,secondary,no,1012.0,yes,yes,telephone,28.0,oct,540.0,1.0,.0,.0,unknown,yes
35.0,management,divorced,tertiary,no,.0,yes,no,telephone,29.0,oct,171.0,1.0,.0,.0,unknown,yes
42.0,technician,divorced,secondary,no,314.0,yes,no,unknown,30.0,oct,234.0,1.0,.0,.0,unknown,yes
43.0,retired,married,secondary,no,860.0,no,no,telephone,30.0,oct,132.0,1.0,.0,.0,unknown,yes
34.0,housemaid,married,secondary,no,.0,yes,no,unknown,30.0,oct,154.0,1.0,.0,.0,unknown,yes
39.0,blue-collar,married,secondary,no,1307.0,yes,no,telephone,31.0,oct,158.0,1.0,.0,.0,unknown,yes
58.0,retired,divorced,tertiary,no,3237.0,no,no,telephone,31.0,oct,615.0,1.0,.0,.0,unknown,yes
50.0,admin.,divorced,secondary,no,237.0,no,yes,telephone,5.0,nov,169.0,1.0,.0,.0,unknown,yes
31.0,management,married,tertiary,no,1331.0,no,no,unknown,5.0,nov,268.0,1.0,.0,.0,unknown,yes
37.0,services,married,secondary,no,1970.0,yes,no,telephone,5.0,nov,253.0,1.0,.0,.0,unknown,yes
44.0,self-employed,married,secondary,no,706.0,no,no,unknown,5.0,nov,204.0,1.0,.0,.0,unknown,yes
59.0,retired,divorced,secondary,no,1026.0,no,no,unknown,5.0,nov,669.0,1.0,.0,.0,unknown,yes
30.0,management,single,tertiary,no,12857.0,yes,no,cellular,6.0,nov,150.0,1.0,.0,.0,unknown,yes
29.0,management,single,tertiary,no,572.0,yes,no,telephone,8.0,nov,319.0,1.0,.0,.0,unknown,yes
43.0,admin.,married,secondary,no,2271.0,no,no,telephone,10.0,nov,524.0,1.0,.0,.0,unknown,yes
34.0,admin.,married,tertiary,no,899.0,yes,no,unknown,12.0,nov,114.0,1.0,170.0,3.0,failure,yes
31.0,entrepreneur,single,secondary,no,.0,no,no,telephone,13.0,nov,160.0,1.0,.0,.0,unknown,yes
49.0,admin.,married,secondary,no,3608.0,yes,no,unknown,13.0,nov,231.0,1.0,.0,.0,unknown,yes
35.0,unemployed,single,secondary,no,127.0,yes,no,telephone,14.0,nov,162.0,1.0,.0,.0,unknown,yes
32.0,blue-collar,married,secondary,no,2089.0,yes,no,cellular,14.0,nov,132.0,1.0,.0,.0,unknown,yes
57.0,blue-collar,married,unknown,no,3585.0,no,no,telephone,14.0,nov,172.0,1.0,.0,.0,unknown,yes
58.0,management,married,tertiary,no,4152.0,yes,no,telephone,14.0,nov,160.0,1.0,.0,.0,unknown,yes
37.0,management,married,secondary,no,5447.0,yes,yes,cellular,17.0,nov,1789.0,1.0,.0,.0,unknown,yes
44.0,technician,divorced,secondary,no,275.0,no,no,cellular,17.0,nov,1077.0,1.0,.0,.0,unknown,yes
41.0,management,married,primary,no,5310.0,yes,no,cellular,17.0,nov,984.0,1.0,.0,.0,unknown,yes
55.0,retired,married,secondary,no,1504.0,yes,yes,cellular,17.0,nov,761.0,1.0,.0,.0,unknown,yes
59.0,management,married,tertiary,no,1783.0,no,yes,cellular,17.0,nov,540.0,2.0,.0,.0,unknown,yes
41.0,self-employed,married,secondary,yes,.0,yes,no,cellular,17.0,nov,789.0,1.0,.0,.0,unknown,yes
32.0,services,single,unknown,no,2378.0,no,no,cellular,17.0,nov,1132.0,2.0,.0,.0,unknown,yes
31.0,blue-collar,single,tertiary,no,761.0,no,no,telephone,18.0,nov,514.0,2.0,.0,.0,unknown,yes
35.0,technician,married,secondary,no,4508.0,yes,no,cellular,18.0,nov,854.0,1.0,.0,.0,unknown,yes
37.0,entrepreneur,divorced,tertiary,no,66.0,no,no,cellular,18.0,nov,1164.0,2.0,.0,.0,unknown,yes
48.0,management,married,tertiary,no,2266.0,no,no,cellular,18.0,nov,676.0,1.0,.0,.0,unknown,yes
39.0,technician,single,secondary,no,4646.0,yes,no,cellular,18.0,nov,486.0,1.0,.0,.0,unknown,yes
34.0,technician,single,secondary,no,2729.0,yes,no,cellular,18.0,nov,835.0,1.0,.0,.0,unknown,yes
49.0,entrepreneur,married,primary,no,6188.0,no,no,cellular,18.0,nov,453.0,1.0,.0,.0,unknown,yes
41.0,management,married,tertiary,no,.0,yes,no,cellular,18.0,nov,897.0,3.0,.0,.0,unknown,yes
39.0,entrepreneur,married,secondary,no,11887.0,no,no,cellular,18.0,nov,1181.0,2.0,.0,.0,unknown,yes
58.0,management,divorced,tertiary,no,5037.0,yes,no,cellular,18.0,nov,1437.0,2.0,.0,.0,unknown,yes
35.0,blue-collar,married,secondary,no,1055.0,no,no,unknown,18.0,nov,150.0,2.0,.0,.0,unknown,yes
51.0,entrepreneur,married,primary,no,538.0,no,no,cellular,18.0,nov,1122.0,4.0,.0,.0,unknown,yes
46.0,technician,single,secondary,no,874.0,no,no,cellular,19.0,nov,819.0,3.0,.0,.0,unknown,yes
30.0,management,single,tertiary,no,5561.0,yes,no,cellular,19.0,nov,511.0,1.0,.0,.0,unknown,yes
35.0,management,divorced,tertiary,no,859.0,yes,yes,cellular,19.0,nov,1554.0,1.0,.0,.0,unknown,yes
32.0,blue-collar,married,primary,no,3136.0,yes,no,cellular,19.0,nov,820.0,1.0,.0,.0,unknown,yes
30.0,services,single,primary,no,.0,yes,yes,cellular,19.0,nov,686.0,1.0,.0,.0,unknown,yes
47.0,management,married,unknown,no,4189.0,yes,no,cellular,19.0,nov,489.0,3.0,.0,.0,unknown,yes
51.0,retired,married,tertiary,no,580.0,no,no,cellular,19.0,nov,694.0,2.0,.0,.0,unknown,yes
32.0,services,single,secondary,no,2615.0,no,no,cellular,19.0,nov,853.0,1.0,.0,.0,unknown,yes
53.0,unemployed,divorced,secondary,no,587.0,no,no,cellular,19.0,nov,561.0,1.0,.0,.0,unknown,yes
33.0,technician,single,tertiary,no,149.0,yes,no,cellular,19.0,nov,424.0,2.0,182.0,1.0,other,yes
46.0,unemployed,divorced,secondary,no,3354.0,yes,no,cellular,19.0,nov,522.0,1.0,174.0,1.0,success,yes
32.0,self-employed,single,tertiary,no,1249.0,yes,no,cellular,19.0,nov,472.0,1.0,.0,.0,unknown,yes
32.0,technician,single,tertiary,no,550.0,no,no,cellular,19.0,nov,337.0,1.0,.0,.0,unknown,yes
30.0,entrepreneur,married,secondary,no,12737.0,no,yes,cellular,19.0,nov,589.0,2.0,.0,.0,unknown,yes
35.0,technician,married,secondary,no,.0,yes,no,cellular,19.0,nov,644.0,4.0,.0,.0,unknown,yes
34.0,management,married,tertiary,no,1006.0,yes,no,cellular,19.0,nov,783.0,3.0,195.0,2.0,other,yes
43.0,admin.,single,secondary,no,733.0,yes,no,cellular,19.0,nov,1102.0,3.0,.0,.0,unknown,yes
32.0,blue-collar,married,secondary,no,254.0,yes,no,cellular,19.0,nov,1720.0,3.0,.0,.0,unknown,yes
32.0,technician,married,tertiary,no,4654.0,yes,yes,cellular,20.0,nov,276.0,1.0,128.0,2.0,failure,yes
41.0,blue-collar,single,secondary,yes,-386.0,no,yes,cellular,20.0,nov,477.0,1.0,.0,.0,unknown,yes
40.0,services,single,secondary,no,1547.0,yes,no,cellular,20.0,nov,405.0,1.0,.0,.0,unknown,yes
47.0,self-employed,married,secondary,no,4420.0,yes,yes,cellular,20.0,nov,454.0,1.0,.0,.0,unknown,yes
35.0,management,divorced,tertiary,no,141.0,no,yes,cellular,20.0,nov,728.0,1.0,.0,.0,unknown,yes
32.0,services,single,secondary,no,5806.0,yes,no,cellular,20.0,nov,1503.0,2.0,.0,.0,unknown,yes
46.0,technician,married,tertiary,no,.0,no,no,cellular,20.0,nov,531.0,1.0,167.0,1.0,failure,yes
39.0,unemployed,single,tertiary,no,7.0,yes,no,cellular,20.0,nov,931.0,4.0,.0,.0,unknown,yes
43.0,blue-collar,married,secondary,no,699.0,yes,yes,cellular,20.0,nov,1258.0,2.0,122.0,2.0,other,yes
53.0,blue-collar,married,primary,no,421.0,yes,no,cellular,20.0,nov,677.0,1.0,.0,.0,unknown,yes
54.0,management,divorced,secondary,no,300.0,yes,no,cellular,20.0,nov,562.0,2.0,.0,.0,unknown,yes
43.0,blue-collar,divorced,primary,no,3550.0,no,no,cellular,20.0,nov,1154.0,1.0,.0,.0,unknown,yes
38.0,entrepreneur,married,tertiary,no,1110.0,yes,no,cellular,20.0,nov,888.0,2.0,183.0,2.0,failure,yes
32.0,services,married,secondary,no,983.0,yes,no,cellular,20.0,nov,500.0,2.0,133.0,1.0,failure,yes
59.0,technician,divorced,secondary,no,2396.0,no,no,cellular,20.0,nov,488.0,1.0,.0,.0,unknown,yes
59.0,retired,married,secondary,no,6888.0,no,no,telephone,20.0,nov,1025.0,2.0,.0,.0,unknown,yes
46.0,admin.,divorced,secondary,no,2087.0,no,no,cellular,20.0,nov,768.0,3.0,.0,.0,unknown,yes
32.0,blue-collar,single,primary,no,121.0,yes,no,cellular,20.0,nov,758.0,1.0,.0,.0,unknown,yes
52.0,entrepreneur,single,tertiary,no,3469.0,yes,no,cellular,20.0,nov,653.0,1.0,.0,.0,unknown,yes
52.0,blue-collar,married,secondary,no,7119.0,no,yes,telephone,20.0,nov,871.0,3.0,.0,.0,unknown,yes
31.0,technician,single,tertiary,no,13711.0,yes,no,cellular,20.0,nov,1532.0,3.0,.0,.0,unknown,yes
39.0,technician,single,secondary,no,18508.0,no,no,cellular,20.0,nov,1598.0,4.0,.0,.0,unknown,yes
53.0,management,divorced,tertiary,no,2679.0,no,no,cellular,20.0,nov,295.0,3.0,.0,.0,unknown,yes
35.0,blue-collar,married,secondary,no,5639.0,yes,no,cellular,20.0,nov,945.0,2.0,.0,.0,unknown,yes
50.0,blue-collar,married,primary,no,12519.0,yes,no,cellular,21.0,nov,615.0,3.0,34.0,1.0,failure,yes
36.0,management,married,tertiary,no,4069.0,no,no,cellular,21.0,nov,517.0,1.0,.0,.0,unknown,yes
34.0,admin.,single,tertiary,no,4254.0,yes,no,cellular,21.0,nov,714.0,1.0,.0,.0,unknown,yes
41.0,management,single,tertiary,no,1982.0,no,no,cellular,21.0,nov,558.0,1.0,.0,.0,unknown,yes
30.0,management,single,secondary,no,4642.0,yes,no,cellular,21.0,nov,528.0,1.0,.0,.0,unknown,yes
39.0,management,divorced,tertiary,no,1968.0,no,no,cellular,21.0,nov,648.0,1.0,.0,.0,unknown,yes
50.0,admin.,married,secondary,no,4117.0,no,no,cellular,21.0,nov,530.0,1.0,.0,.0,unknown,yes
31.0,self-employed,married,tertiary,no,5.0,yes,yes,cellular,21.0,nov,635.0,1.0,135.0,2.0,failure,yes
47.0,unemployed,married,primary,no,324.0,no,no,cellular,21.0,nov,462.0,2.0,.0,.0,unknown,yes
42.0,management,single,tertiary,yes,.0,yes,no,cellular,21.0,nov,824.0,1.0,.0,.0,unknown,yes
31.0,management,married,secondary,no,8629.0,yes,no,cellular,21.0,nov,957.0,1.0,184.0,2.0,failure,yes
34.0,blue-collar,single,secondary,no,4536.0,yes,no,cellular,21.0,nov,963.0,1.0,.0,.0,unknown,yes
53.0,blue-collar,married,secondary,no,1777.0,yes,no,cellular,21.0,nov,796.0,5.0,154.0,1.0,failure,yes
34.0,blue-collar,married,primary,no,3527.0,yes,no,cellular,21.0,nov,1022.0,1.0,.0,.0,unknown,yes
57.0,management,married,tertiary,no,372.0,no,no,cellular,21.0,nov,553.0,3.0,.0,.0,unknown,yes
41.0,services,single,secondary,no,92.0,no,no,cellular,21.0,nov,372.0,1.0,.0,.0,unknown,yes
40.0,admin.,married,primary,no,72.0,yes,yes,cellular,21.0,nov,849.0,1.0,.0,.0,unknown,yes
46.0,services,married,secondary,no,2948.0,no,no,cellular,21.0,nov,893.0,1.0,.0,.0,unknown,yes
31.0,management,married,tertiary,no,4148.0,yes,no,cellular,21.0,nov,316.0,3.0,99.0,9.0,other,yes
58.0,management,married,tertiary,no,96.0,no,no,cellular,21.0,nov,850.0,1.0,.0,.0,unknown,yes
39.0,unemployed,married,secondary,no,2245.0,no,no,cellular,21.0,nov,749.0,2.0,.0,.0,unknown,yes
47.0,technician,married,secondary,no,834.0,no,yes,cellular,21.0,nov,902.0,1.0,133.0,2.0,other,yes
45.0,technician,married,tertiary,no,-525.0,no,yes,cellular,21.0,nov,980.0,2.0,.0,.0,unknown,yes
41.0,entrepreneur,married,primary,no,39.0,yes,no,cellular,21.0,nov,549.0,2.0,.0,.0,unknown,yes
30.0,student,single,tertiary,no,2766.0,no,no,cellular,21.0,nov,834.0,1.0,.0,.0,unknown,yes
30.0,admin.,married,secondary,no,4457.0,yes,no,cellular,21.0,nov,566.0,4.0,.0,.0,unknown,yes
42.0,management,married,tertiary,no,36.0,no,no,cellular,21.0,nov,664.0,3.0,.0,.0,unknown,yes
49.0,management,married,tertiary,no,22520.0,no,no,cellular,21.0,nov,579.0,9.0,.0,.0,unknown,yes
43.0,management,married,tertiary,no,2640.0,no,no,cellular,21.0,nov,314.0,4.0,.0,.0,unknown,yes
30.0,technician,single,secondary,no,2734.0,no,no,cellular,21.0,nov,459.0,3.0,.0,.0,unknown,yes
38.0,management,married,tertiary,no,3436.0,no,no,cellular,21.0,nov,663.0,4.0,.0,.0,unknown,yes
30.0,services,married,secondary,no,.0,yes,no,cellular,21.0,nov,681.0,4.0,.0,.0,unknown,yes
43.0,technician,married,secondary,no,3288.0,yes,no,cellular,21.0,nov,775.0,3.0,.0,.0,unknown,yes
34.0,management,single,tertiary,no,2633.0,yes,no,cellular,21.0,nov,705.0,6.0,.0,.0,unknown,yes
52.0,blue-collar,married,secondary,no,580.0,no,no,cellular,21.0,nov,965.0,2.0,.0,.0,unknown,yes
46.0,services,divorced,secondary,no,4329.0,no,no,cellular,21.0,nov,534.0,2.0,.0,.0,unknown,yes
37.0,admin.,single,secondary,no,1097.0,yes,no,cellular,21.0,nov,1555.0,2.0,.0,.0,unknown,yes
23.0,unemployed,single,primary,no,1003.0,no,no,telephone,27.0,nov,8.0,1.0,.0,.0,unknown,yes
53.0,management,divorced,secondary,no,1004.0,no,yes,telephone,22.0,dec,119.0,1.0,.0,.0,unknown,yes
42.0,services,married,secondary,no,774.0,no,no,cellular,28.0,jan,997.0,1.0,.0,.0,unknown,yes
26.0,unemployed,single,tertiary,no,814.0,no,no,cellular,28.0,jan,1387.0,1.0,.0,.0,unknown,yes
49.0,technician,married,secondary,no,808.0,yes,no,cellular,28.0,jan,1232.0,1.0,.0,.0,unknown,yes
34.0,unknown,single,secondary,no,859.0,no,no,cellular,28.0,jan,829.0,1.0,.0,.0,unknown,yes
31.0,self-employed,single,tertiary,no,1657.0,yes,yes,cellular,28.0,jan,872.0,1.0,.0,.0,unknown,yes
